,date,company,title,full description,link
33,2021-04-26 14:11:51.731152,eShopWorld,Business Analyst,"The Opportunity

We are going through a period of rapid growth and the finance team is recruiting and expanding their team to meet these demands and scale for future growth. As part of a large-scale transformation programme, we are looking for an experienced and highly motivated person to join eShopWorld as a Business Analyst.

The successful candidate will have a high understanding of Excel and VBA, with a vision to automate and structure large amounts of data through Excel, VBA, RPA or other technologies. The candidate will be responsible for structuring current reporting models to enhance, automate and create inter-relational data structures between tasks and departments. This position requires a close working relationship with key stakeholders to understand their specific data requirements and developing the necessary documentation to support the team across the development and support after implementation.

Key Responsibilities:

Transformation activities:

Ability to analyse and document in relevant detail business processes and user requirements.
Design reporting models and processes in Excel, and define required automations
Structure data flows and inter-relationships between processes and departments
Produce both process and data flow maps as required identifying timings, functional responsibilities etc.
Effectively translate stakeholders' problems or demands into solutions. Map and document the desired outcomes to show the `To be' processes against the processes which can be supported by a technical solution or package
Continually critically analyse development requirements in terms of solution design, dependency, and value / outcome
Effectively engage with stakeholders to ensure clarity of expectation and outcome to reduce iteration cycles or misinterpretation
Define resource allocation and priority of activities in collaboration with stakeholders
Assist stakeholders in reviewing functionality outcomes to ensure in line with original scoping and assisting where outcome is not in line with expectation (successful UAT of data related solutions)
Ensure full alignment between various internal and external teams to confirm and gain agreement to the desired outcomes
Ability to facilitate information gathering sessions to capture key Business Requirements
Ability to self-manage the business analysis activity through to completion

Technology based activities:

Identify best technology to use for each solution implementation
Identify improvements and enhancements by applying different technologies
Define required formulas or VBA solutions to simplify and automate data models
Define implementation process using RPA and/or Alteryx
Lead User Acceptance Testing as part of our go-live preparation
Maintain a high level of knowledge about all products, systems and procedures that relate to each of the implementations
Foster and lead a continuous improvement culture. Identify process improvements and process re-engineering, to help to improve business practices
Participate in architectural process reviews as part of project and strategic initiatives
Data Management Governance
Manage Ad hoc projects and tasks as assigned from time to time
Prioritize, schedule and complete development and testing required for multiple applications with overlapping schedules

 Essential Qualifications & Experience:

Highly analytical with strong problem solving and troubleshooting skills
Minimum of 5 years' business analysis experience across a variety of functions or domains
Proven experience designing and architecting solutions in Excel, VBA, Power Pivot and Access/SQL
Knowledge of RPA (UiPath preferred), Alteryx, automation tools and other automation technologiesBachelor's degree in a Business/Technology/Engineering or related degree
Technical experience; for example with business intelligence platforms database knowledge (i.e.Looker, PowerBI)
Experience working in an Agile environment
Excellent facilitation & critical analysis skills
Strong communication & translation of requirements skills.
Process and Data mapping experience
You should want to work in a fast-paced eCommerce business
Ability to influence and manage multiple stakeholders
Excellent operational organisation skills
High level of initiative and desire to get things done
Willingness to introduce change and challenge existing processes and procedures
eCommerce and or logistics industry experience is highly desirable

What's on offer?

Career growth – tailored learning & development, tuition assistance and professional certification.
Health & Wellbeing – dental & health insurance, reduced corporate gym membership, paid sick leave.
Work Life Balance – 25 days annual leave, flexible working, sports & social club.
Family – paid maternity & paternity leave, life assurance, income disability cover.
Financial – competitive salary, pension, stock option scheme, bike to work, travel TaxSaver, relocation assistance.

About us

Founded in 2010, eShopWorld powers cross-border ecommerce for the world's best-known brands, creating safer, simpler, and faster shopping experiences for consumers all around the globe. ESW's powerful combination of technology and human ingenuity optimizes the entire shopper journey, from site development to demand generation to checkout, through shipping, customer service and returns.

With configurable end-to-end solutions in more than 200 markets worldwide, we fully manage payments, compliance, data security, fraud protection, taxes and tariffs, helping clients enter new markets in as few as 6 weeks, and dramatically improve results in current markets. Bringing together more than 400 experts across multiple disciplines, the ESW team delivers profitable growth for retailers and brands worldwide.",https://ie.indeed.com/viewjob?jk=9e77f88013e54bd8
34,2021-04-26 14:11:52.074145,PokerStars,Media Reporting Analyst,"The role: Media Reporting Analyst
We are looking for a Reporting Analyst to join our Marketing Effectiveness team based in our Dublin office.
Are you are next star player?
We are building a new Marketing Effectiveness team, and we’re looking for individuals with big ideas and the ability to think creatively and outside of the box. You will become part of a company that gives you everything you need to create winning moments to push your own boundaries and build the best experience for our millions of players around the world.
Why we need you:
We are seeking a highly analytical and data-centric Reporting Analyst to join the team. We would like to hear from individuals who are passionate about data, visualising data and turning data into business value. Enjoy using data to tell a story.
The role will involve conducting in-depth reporting and analysis to identify meaningful insights and making recommendations that will influence the direction of the business.
You will be responsible for:
Compiling and populating Performance marketing set of reports and distributing to the wider business.
Post campaign analysis across all campaigns and verticals – collaborating closely with channel owners and responsibility of the analysis and performance review of each campaign.
Working with the relevant channels to prioritise business and information needs and evaluate brand and top of funnel campaigns.
Leveraging data and working with the Digital teams to understand tracking and acquisition performance across all acquisition channels.
Identify and investigate trends, patterns, anomalies, spikes and other occurrences in data sets that will help drive intelligent planning and decisions.
Collaborating with the wider team and business partners to building innovative reporting and insight solutions using existing and external tools. Identifying any gaps in coordination with the Marketing Effectiveness roadmap
Advise internal team with regards to patterns and relationships in the data. Working with the team to recommend campaign direction
Maintaining excellent communication with all channel leads and ensure they are well-informed regarding key performance indicator trends
Work with cross-functional teams to build reports and interactive experiences for data delivery and easily understood presentation to executives.
Who we’re looking for:
An individual with proven experience in delivering reports and presentations through visualisation tools e.g. PowerBI, Powerpoint, Tableau etc.
SQL coding ability and proven experience in ETL process and procedures
Someone who is skilled in problem solving and has excellent analytical skills and ability to provide impactful insights from data.
What’s in it for you?
Our experience-based salaries are competitive. Plus, there’s a discretionary annual performance bonus. And we provide advice and dedicated assistance to those moving to Dublin.

Your package will include:
health and dental insurance for you, your partner and your children (if you all live at the same address)
a personal interest allowance to let you learn something new or pursue a hobby
the option to join our company pension scheme
looking to extend your family? You will receive a cash gift of 1,000 EUR for your new addition whilst working for us
in-house training and development to develop your skills, progressing your career
free fresh fruit, snacks and drinks in the office
access to an onsite gym.
What happens next?
If you’re what we’re looking for, next up will be a Zoom interview.
The Group
PokerStars is part of Flutter Entertainment Plc, a global sports betting, gaming and entertainment provider headquartered in Dublin and part of FTSE 100 index of the London Stock Exchange, which brings together exceptional brands, products and businesses and a diverse global presence in a safe, responsible and ultimately sustainable way.
We are an equal opportunity employer that values diversity. We do not discriminate on any protected characteristic as defined by applicable law.
We will look to provide reasonable accommodation for applicants with disabilities to participate in the job application or interview process. If you need assistance, please contact: talent@starsgroup.com.
Please note we cannot accept general applications; this inbox is just for providing support to those who need it.",https://ie.indeed.com/viewjob?jk=84ebc0f8f848622a
35,2021-04-26 14:11:52.381635,Ardagh Group,IT Regional (Deskside) Support and Digital Experience Analyst,"This role is a dual 50/50 role offering both Deskside support for the Dublin site and Digital Experience Analysis for our Global IT service.

This hybrid role is aimed at Deskside Support staff who have an interest in support processes, managing relationships between users and global support groups, and support service problem solving and data analysis.

The Deskside support section of this role will focus on standard IT support for Dublin based users. Working within a Global IT department to deliver best in class support to our local users, including significant Senior Leadership presence.
The Digital Experience analyst section of this role will be asked to bring predictive analysis and tools to improve our end user digital experience. They are focused on building the systems and processes we need to help us monitor and improve how our systems are experienced by our users.

Responsibilities include but are not limited to:
Regional Services/ Deskside Support
Handling Helpdesk enquiries, interpreting requests, educating customers.
Investigate and support complex business applications and systems.
Day to day management, monitoring and troubleshooting of IT systems with the defined area of responsibility.
Deliver incidents, requests and projects to the agreed targets, SLAs and KPIs.
Deploy and troubleshoot the IT environment using extensive knowledge of Microsoft and associated operating systems and software
Work alongside team members in other countries, regions, to deliver various ongoing I.T. projects
Maintain up-to-date patching practices, records, policies and procedures as and when required
Display a focus on user satisfaction through strong interpersonal and communication skills
Digital Experience lifecycle management
Work with the User Experience team to build a Digital Experience Service which views users experience of our IT systems from issue detection to employee engagement to resolution
Investigate and build expertise in the Digital Experience tools in use.
Develop structures, reports and process which create the most value from this service.
Make best use of the tools provided and experience as a user of IT to refine the process over time.
Work with the various user groups to build relationships throughout the business.
Engage users in active conversations to understand negative experience, it’s context and where required send targeted communications
Define user profiles and groupings in order to better monitor and improve IT services
Actively work with IT groups to translate Digital Experience insights into system improvements.

Skills and Experience

1-2 years’ experience in supporting IT systems
Knowledge and experience of Windows 10
Ability to manage Desktop Devices (hardware, software and connectivity) incidents through to resolution.
Experience with the remote management of Desktop Devices using appropriate tools.
Ability to support, manage, optimize and maintain the configuration and installation of the Desktop, to include, but not limited to, patch updates, hardware replacements, with spares provided by vendor.
Ability to analyze Helpdesk calls for Desktop Devices and incident data to identify and advise users of any potential user training requirement.
Some history in, or experience of, VIP-type support for Desk side issues.
Good to have – experience of user and object management in AD.
You should be comfortable with supporting users of various levels of seniority with a mature, friendly attitude.
You should be an active problem solver, not just seeing a problem, but able to develop solutions.
Ability to quickly build relationships with users and other IT support staff and understand and predict users’ requirements.
Motivated, flexible and confident.
Experienced with some level of data analysis and communicating insights.
Ability to build and deliver presentations and reports where required.
Good oral and written communication skills

About Ardagh Group

Ardagh Group is a global leader in metal and glass packaging solutions, producing packaging for the world’s leading brands. We trace our roots all the way back to the Irish Glass Bottle Company, founded in 1932. Since then we have grown rapidly to a team of more than 16,000 people with revenues of almost $7 billion. Today we have a presence across Europe and the Americas.

Our modern Dublin office is located in the Central Business Park in Sandyford. Our Dublin team has almost one hundred employees working in finance, IT, procurement, and HR.

Did you know that Ardagh produce many of the beverage cans and bottles you drink your favourite beverages from?
Did you know we produce metal and glass packaging which are permanent materials, meaning they can be infinitely recycled without any loss of quality?
Did you know we produce more than 160 million containers per day?

Ardagh is passionate about sustainability and have a reputation for innovation. We push the boundaries of what’s possible, pioneering new production methods, new design techniques and new ways to recycle and save energy. Our aim is to reduce any negative environmental impact whilst remaining economically sustainable and socially responsible.

We believe that the success of our business depends on the success of our people. We strive to create working environments where our employees feel valued, can work to their full potential, and where their achievements are celebrated.

Here at Ardagh, we offer exciting and rewarding opportunities for talented and creative people. If you have ambition and want to make an impact with your career, come and join our team, you’ll enjoy the journey!

Click here for more information about our careers or click here for more information about Ardagh Group.",https://ie.indeed.com/viewjob?jk=1e28c1dbcf36e767
36,2021-04-26 14:11:52.708740,Leveris Limited,Business Analyst,"Job Description
Leveris Whitelabel apps are whitelabel iOS and Android native apps that are pre-integrated into the Leveris Platform. They come bundled with Leveris 3rd parties and app specific providers (analytics, logging etc.) out of the box. The apps are highly customisable, giving tremendous value to our customers.
We are looking for a talented Technical Business Analyst to join our mobile development team. The successful candidate will possess excellent technical analysis & documentation skills, will be able to navigate multiple teams and will have a strong interest in mobile front ends.
So if you’re interested in working on an awesome product set, with a fantastic and passionate team, supporting multiple clients on one codebase, then this job is for you.
Who we are
We are LEVERIS. We build banks. We build them so that financial providers can offer services quickly, differently and more beautifully than ever before. Our headquarters are in Dublin with development centres in the Czech Republic and Belarus. That’s over 150 minds working together to create banking that works better for everyone. Before we found our calling here, some of us were engineers, salespeople, analysts and even rocket scientists. While our backgrounds may vary across banking, business and tech, we’ve one key thing in common – we’ve all been customers.
Responsibilities

Create manage and maintain end-to-end process flows and API sequence diagrams for exciting banking features
Assessing and validating APIs & other integration types for suitability
Assess and compare mobile technologies and partners
Create, manage, deliver and iterate user stories
Liaise with product owners, analysts and designers for cross-team initiatives


Requirements

Knowledge of the following (or equivalent) tools: Jira, Lucid chart, Postman
3+ years experience as a Technical Business Analyst
A keen understanding of data flows and how systems hang together
Ability to take initiative and engage with senior stakeholders
Excellent communication and people skills
Strong organisational and time-management abilities
Eligible to live and work in EU


Bonus Skills

Knowledge or experience in app development
A strong interest or prior work in fintech


Benefits

Help shape one of Europe's most up-and-coming fintechs
Learn cutting-edge technology with global application
See your work in the hands of millions of people
Access to senior management
Collaborative and fun work culture
Opportunity to travel and work with colleagues and clients in other countries when it is safe to do so",https://ie.indeed.com/viewjob?jk=65bed5c77a561eff
37,2021-04-26 14:11:53.012784,Brown Thomas Group,Senior IT Business Analyst,"Senior IT Business Analyst- Head Office


GET TO KNOW US

We’re a retail world built on iconic firsts. Famed for the creativity that touches our brands, buildings and experiences. We’re always challenging ourselves to make every experience more special and unique for our customers and our people. We are committed to equality, diversity and inclusion in the workplace and are proud to have received bronze accreditation from the Irish Centre for Diversity as a result of successfully demonstrating the effective D&I policy’s that we have in place. Supported by strong family foundations that inspire us to create something that lasts, because we care about the tomorrow we’re carving out.

KNOW THE ROLE

Our IT department are looking for a Senior Business Analyst to join their team.
Ability to design technical solution requirements and specification based on requests from the business.
Create tech specifications and requirements based on the business requirements to enable definition of user stories
Identify system dependencies and where/when changes are required in order to facilitate requirements - Perform system analysis on software programs, applications, and web services.
Responsible for initial feasibility assessment of projects/features which requires technical input
Close collaboration and assisting our Vendors with the delivery of the development tasks
Close collaboration with the delivery team to guide and advise on design and technical implementation of the solution in line with the client requirements
Ensure technical quality and good design principles are followed
Experience working in an agile multi-project environment, with multiple parallel projects developing new functionality
Understanding of high-level architecture, and how it integrates with other architectural components
Perform root cause analysis of any productions issues that may arise
Utilize systems and data to resolve business challenges in the most effective, innovative, and productive manner.
Serve as subject matter expert providing direction to less experienced staff.
Ensuring end-user proficiency with new systems, programs, and applications across departments.
Determining system efficiency and functionality by liaising with internal departments and end-users.
Efficiently integrating new systems, programs, and applications with business operations and services.
Ability to create and action regression/progression Test scripts.
Identify upstream and downstream impacts of a business or system change and work closely with teams across the organization to ensure process continuity and integrity.
 Manage and report on workload to your manager in a professional and clear way, to ensure steady delivery of tasks on time, while maintaining work life balance.
Take responsibility for documenting your output to a high professional standard, building time into your estimates to make sure this is always done.

KNOW WHAT WE’RE LOOKING FOR

University degree or 5+ years of similar experience
Technical experience working across multiple inter-connected applications
Technical experience with XML & SQL.
Excellent interpersonal, written, and verbal communication skills.
Excellent analytical, problem-solving, prioritization and decision-making skills.
Ability to address both technical and business requirements in solving problems.
Demonstrated experience in business process analysis, modelling, and re-engineering; background in process to system mapping, modelling, and implementation.
Experience creating technical documentation, activity and sequence diagram.
A detail-oriented and can-do approach
Additional Advantageous Knowledge
Experience in API and back end integrations, ERP, Order Management Systems, Payment gateways, Stock management tools, Salesforce commerce cloud, Salesforce marketing cloud, Business Manager
Retail knowledge preferable
KNOW HOW WE WORK
We act with authenticity, honesty and integrity in everything we do. Encouraging working environments where everyone can use their creativity to drive the business forward in an ever changing retail environment. Our teams are passionate about creating an authentic and unique experience for all our customers. Brown Thomas and Arnotts prides itself on working as one business and two brands. We share our knowledge and support others to be successful in achieving individual and company goals. We deliver results and celebrate success!

KNOW WHAT’S IN IT FOR YOU

Our City Centre based stores are close to all forms of transport and surrounded by many shops, parks and beautiful restaurants.
Team discount is offered to all team members across Brown Thomas Arnotts and our Concession partners.
Wellbeing initiatives at BTA include but are not limited to;

EAP Scheme, Tax Saver Commuter, Bike to Work, Local Discounts, Sports & Social Club.",https://ie.indeed.com/viewjob?jk=eef37decbb004c7c
38,2021-04-26 14:11:53.365003,Morgan McKinley,Client Experience Analyst,"We are looking for an exceptional Client Experience Analyst to join our EMEA Business Planning and Operations (BP&O) Small Business Group team .
You should be someone who is passionate about delivering superior customer experience, a person who thinks and acts globally but understands the importance of market nuance and a desire to serve our small businesses.
The ideal candidate will be as comfortable working with data and logic as well as having a client centric lens providing the business with focused insights on our client experience and journey.
You will require a high level of empathy for small business owners, understanding of sales structure and a keen eye for identifying process and workflow improvement opportunities. Success in this position requires strong critical-thinking and problem-solving skills; attention to detail; the ability to thrive in a dynamic and changing environment; and a passion for helping others achieve results.
You will be able to demonstrate high levels of enthusiasm, motivation and dedication and an ability to manage communication and relations with multiple stakeholders both internal and external, including teams from Sales, Quality Assurance, Training and our outsourcing partners.
Responsibilities
Understand data and deliver holistic insights utilising operational data such as: AHT; pitch-rates and action-rates (revenue);
Understand how to map these signals to Voice of the Customer data and Quality Assurance data to identify, through root-cause analysis, the agent behavioural levers driving operational performance across multiple programs, regions markets and verticals.
Leverage and unify multiple customer listening posts (surveys, customer verbatim, focus groups, social media, etc.) to create a more reliable and sensitive customer feedback signal.
Develop and assess customer experience through direct contact interactions and trend analysis, ensuring strong reporting capability on contact centre agent performance, understanding and communicating the narrative to internal and external stakeholders through a robust set of metrics, data visualization and presentation.
Create specific recommendations and action plans to drive product, people and process improvement strategy across multiple customer touchpoints and work with cross-functional partners to identify and implement optimal solutions.
Create detailed project plans and clear communication strategies to drive effective change.
Minimum Requirements
4+ years of relevant experience in business operations, sales excellence, process redesign, a consulting role, quality assurance or customer experience.
Experience with SQL, tableau, data analysis & visualization tools.
Strong operational background and project management skills with experience running strategic projects with cross-functional teams.
Fluency in English, both oral and written
Excellent business acumen, passion for solving problems, and strong analytical skills.
Self-motivated, entrepreneurial, and dealing with ambiguity.
A love for change and an ability to ruthless prioritize in a fast-paced environment
Strong desire to collaborate, share, drive best practices cross-functionally and globally.
Innovative and creative in finding solutions/ designing improved methods, systems and processes.
Attention to detail and ability to deep dive, identify root causes of variances; further execute solutions once identified.
Morgan McKinley is acting as an Employment Agency and references to pay rates are indicative.
BY APPLYING FOR THIS ROLE YOU ARE AGREEING TO OUR TERMS OF SERVICE WHICH TOGETHER WITH OUR PRIVACY STATEMENT GOVERN YOUR USE OF MORGAN MCKINLEY SERVICES.",https://ie.indeed.com/viewjob?jk=cc05b7e26d9cd420
39,2021-04-26 14:11:53.715140,Amazon EU SARL,"Business Analyst, Transportation Execution","
BA or BS in Engineering, Mathematics, Economics, Statistics, Computer Science or another technical field
5+ years in delivering and influencing business processes using data analysis
Experience with IT-based root cause analysis and process design.
Strong project management skills, highly organized to ensure a timely implementation.
Experience with statistical analysis, regression modeling and forecasting, time series analysis, data mining, financial analysis, and demand modeling
Experience in Statistical Software such as R, SAS, SPSS, MINITAB
Able to write SQL scripts for analysis and reporting ( SQL, MySQL)
Experience using one or more of Python, VBA, MATLAB, Java, C++ programming languages
Excellent communication skills and ability to simplify complex topics for broad audiences.
Fluency in English. Further additional EU languages also beneficial
Sound business judgment, proven ability to influence others, and strong analytical thinking skills are critical to success in this position

At Amazon we believe that every day is still day one. A day to take the first step and a day to look forward to new challenges. And, today is that day for you. It's your day to be part of something great. A day to make your ideas come to life and your day to join a company that redefines itself every day. A day to make history. That's the energy and passion behind Amazon.

The Transportation Execution Business Analyst works across the EU in a cross-functional environment with operations and analytics teams to support the teams to monitor, report, and predict impacts to our transportation network.

The successful candidate will have strong data mining and modeling skills and is comfortable facilitating ideas and working from concept through to execution. This role will also build tools and support structures needed to analyze data, dive deep into data and present findings to business partners to drive improvements.

Responsibilities include, but are not limited to:

Defining the project roadmap and coordinating the implementation based on the analytical results.
Understanding of analytical simulations and assessments. Must be able to quickly understand the business impact of the trends and make decisions that make sense based on available data
Reporting and analysis through tools, portals and reports; following solution-driven approach to systems and processes, using advanced computer literacy (Excel, PowerPoint, Outlook, Word) and manipulating/mining data from database tables (Redshift, Oracle, Data Warehouse)
Pull and report data from numerous databases (using Excel, Access, SQL and / or other data management systems) and to perform ad hoc reporting and analysis as required
Communicate with external customers (Carriers, Vendors / Suppliers) and internal customers (Finance, Fulfillment Centers, Supply Chain)
Implement new processes and methodologies across the organization
Master’s degree or equivalent in Logistics / Supply Chain / Mathematics / Science / Engineering / Business Development
Experience developing and growing a business / start-up / association
Proficiency with TABLEAU, Microsoft Excel to include making charts, data manipulation, pivot tables, creating macros, and visual basic knowledge.
Fluency in German, French, Polish, or other European languages

",https://ie.indeed.com/viewjob?jk=4eb32f7bfe7fde39
40,2021-04-26 14:11:54.223226,Arch Europe Insurance Services Ltd,Sr. Risk Analyst,"The Position:

The Senior Risk Analyst, Global Mortgage Group role encompasses Capital and Risk Management, Portfolio Management and Financial Reporting along with other analytical support responsibilities across Arch Capital Group Ltd.’s (ACGL) Global Mortgage Segment. The candidate will report to the Chief Actuary of ACGL’s Mortgage Segment.
Arch Mortgage is a growing mortgage insurance company with a strong and global parent – Arch Capital Group Ltd. If you’re interested in joining a dynamic company and working with a team of motivated, high caliber people, apply today and come grow with us!
Job Responsibilities:

Capital and Risk Management
Production of quarterly stress testing analysis, working closely with business units and other team members to ensure accuracy of incoming data and a timely production schedule.
Provide support and guidance for Own Risk and Solvency Assessment (ORSA) activities across the Segment.
Analysis of capital requirements for the Segment under Rating Agency, Regulatory and internal capital consumption frameworks.
Conduct analysis and evaluation of risk transfer solutions across the Segment.
Support the production of Solvency II Technical Provisions.
Portfolio Management and Financial Reporting
Prepare quarterly transaction level profitability, Return on Equity (“ROE”) and embedded value analyses.
Production of data and analysis to feed into quarterly financial forecasting process for the Mortgage segment.
Other Analytical Support
Prepare risk and financial reporting dashboards and presentations for quarterly business review meetings.
Maintain and enhance existing management information metrics and reports that will deliver timely and accurate information on:
Delinquency, default, repossession, claim and claim severity levels for the portfolio of in-force Mortgage Insurance exposures;
Insurance and Risk in force by geography, product type, borrower type, lender, etc.
Develop and maintain a database of direct mortgage loan performance information for the purposes of further developing and refining the Mortgage Segment’s forecasting models.
Provide analytical support to business units around the Group as required, with a particular focus on business units outside of the US, with a view to promoting consistency and best practices.
Keep abreast of mortgage lending industry developments including, regulatory, lenders, products and related economic issues.
Required Skills/Experience:

Knowledge & Skills:
In-depth understanding of credit risk from an insurance and/or banking perspective.
Strong mathematical, analytical, communication and time management skills.
Fluency with Microsoft packages, at least one programming language such as SAS, SQL, Visual Basic and database management systems such as SQL Server.
Familiarity with business intelligence platforms such as Power BI.
Abilility and desire to take ownership of own workload and work independently as required.
Ability to organize and prioritize demanding workload according to volume and urgency.
Desired Skills/Experience:

Education:

Education & Experience:
Required knowledge & skills would typically be acquired through a Bachelor’s degree in a quantitative field such as mathematics, finance or actuarial science and a minimum of 5 years of mortgage/non-life (re)insurance or banking experience.
An Actuarial or CFA designation is not a requirement, but candidates should be able to demonstrate very strong mathematical and analytical skills and experience relevant to the role.
Working Conditions/Environment & Physical Demands:
Normal office environment
Occasional travel required.
Disclaimer
Incumbent may be asked to perform other duties as required.
The Company:

Arch Capital Group Ltd. is a Bermuda-based company which provides insurance, reinsurance and mortgage insurance on a worldwide basis. Arch Capital Services Inc. provides support and expertise to entities across ACGL to help them operate effectively and efficiently. Arch is committed to helping its associates create what’s next by providing access to a variety of programs supporting your professional development and a culture that encourages innovation, collaboration and professional growth. We seek talent that thinks innovatively, values collaboration and will go the extra mile to serve our customers and develop our company.",https://ie.indeed.com/viewjob?jk=ee28ca0cc0885b27
41,2021-04-26 14:11:54.574996,Morgan McKinley,Sales Operations Analyst,"The Business Planning & Operations group is to maximize business performance by being an objective and trusted function within this company.

Our client is seeking an analytical and detail-orientated business analyst to join the Business Planning & Operations team in EMEA to support revenue reporting and insights for sales leadership as well as operational and strategic programs in the region.
The main function of a business analyst is to assist in business planning and resource management activities by providing accurate, timely and thorough data analysis and insights to support business decision-making processes.
Other responsibilities may include program management support of ongoing initiatives in the region. This business analyst will be expected to have excellent Tableau and excel skills and be able to work with large, complex data sets from varying data sources.

Responsibilities
Contribute to preparation of regular Rhythm of Business activities including revenue reporting and qualitative insights/analysis to provide context around KPIs and revenue metrics for senior sales and BP&O leadership
Routinely provide ad hoc revenue analysis (revenue performance, product adoption, market trends, etc.) that will be used to support leadership business decisions and make clear recommendations based on analysis to senior BP&O leadership to drive discussions with sales on areas for investment or improvement.
Support ad hoc data requests and identify opportunities for reporting, analytical or operational efficiencies across the region
Contribute to forecasting initiatives to accurately forecast our business at an EMEA level, using multiple data sources to accurately predict future sales performance
Work with large data sets & complex infrastructure
Work within the wider Business Planning & Operations team to support global or regional operational and strategic projects
Requirements:
BA/BS in a quantitative discipline (e.g., Statistics, Computer Science, Math, Finance, Physics, Engineering), or equivalent practical experience
5+ years of work experience in an analytical role, preferably in consulting, technology, investment banking or similar
5+ years experience with Excel and SQL, Powerpoint
Excellence in Tableau
Experience with end to end execution of projects and program management
Experience working independently, managing multiple concurrent projects and driving initiatives in a cross-functional environment
Proven analytical ability and business judgement; Proven problem-solving skills
Track record of initiating and completing data-centric analyses leading to recommendations
Knowledge of business and management principles involved in strategic planning, and resource allocation; strong ability to apply accounting and mathematical principles to work as needed
Strong ability to work independently and manage one's time.
Morgan McKinley is acting as an Employment Agency and references to pay rates are indicative.
BY APPLYING FOR THIS ROLE YOU ARE AGREEING TO OUR TERMS OF SERVICE WHICH TOGETHER WITH OUR PRIVACY STATEMENT GOVERN YOUR USE OF MORGAN MCKINLEY SERVICES.",https://ie.indeed.com/viewjob?jk=1de43e73f40ca766
42,2021-04-26 14:11:55.140083,Barclay Simpson,Operational Risk Analyst,"My client is a global top tier asset manager looking to hire an operational risk analyst for their Dublin team. The firm manages a range of strategies—including equity, fixed income, quantitative and multi-asset class, private equity, real estate and hedge funds—on behalf of institutions, advisors and individual investors globally.
The Role:
As Operational Risk analyst you will be responsible for supporting the on-going management, maintenance and embedding of the Operational Risk Management framework.
The operational risk analyst will be responsible for identifying and investigating operational risk events, ensuring root cause analysis and control assessments are undertaken. This will involve understanding deep dive reviews on significant and complex events, to provide recommendations to enhance the control environment.
The operational risk analyst will identify process/control weaknesses, raise issues, and take associated actions where required. Assist and maintain the annual risk & control self-assessments across the business. Maintain the Operational Risk register and support the development of scenario analysis.
As Operational Risk Analyst, you will also get involved in Operational Resilience tasks, such as - working on developing and implementing local business continuity plans and assist with the development of the business impact analysis program.
Risk rate critical and significant third parties; oversee the business due diligence process.
Ideal Candidate:
Ideally looking for candidates with operational risk management experience; experience working with in a financial services environment, ideally within an Asset Management environment.
In addition to being committed to building a career within Operational risk – candidates must have excellent communication skills.
Be able to articulate complex issues to various audiences and build relationships with colleagues at all levels and across offices. They must be able to have excellent writing skills and a fine eye for detail and data management.
 Next Steps:
If you would like to schedule a confidential conversation about this role, please email me your CV to nm@barclaysimpson.com
Please note* Candidates must be eligible to work in the EU. No sponsorship is provided. Candidates must have operational risk experience within financial services, in order to be considered.",https://ie.indeed.com/viewjob?jk=648b950968ccd379
43,2021-04-26 14:11:55.537932,Sigmar Recruitment,French-speaking Financial Data Analyst,"French-speaking Financial Data Analyst €25,500Dublin WestPermanent**Applicants must have Stamp 4 visa or an EU passport**My client is looking for a French-speaking Financial Data Analyst to join their busy team in May.This is an excellent opportunity for someone looking to build a successful career in financial services.The successful candidate must be in Dublin ready to commence work on 3 May 2021.Day to day responsibilities include: · Identify and analyse key financial estimates from financial statements including balance sheet, income statement, cash flow statement· Attribute the available data in the income statement, balance sheet and cash flow statement in accordance with the collection policy· Conduct broker specific financial research· Maintain, improve and deliver accurate, timely and high-quality information for the Client Terminal· Any other tasks that may be required from time to time.Requirements: · Fluency in English AND French· Bachelor’s degree in Business/Finance/Accounting· Good knowledge and understanding of financial statements· Keen interest in financial markets· Excellent communication skills· Proficient with MS Office – Excel.Reference ID: FREMAYJob Types: Full-time, PermanentSalary: €25,500.00 per yearSchedule:8 hour shiftNo weekendsEducation:Bachelor's (required)Work remotely:Temporarily due to COVID-19COVID-19 precaution(s):Remote interview process",https://ie.indeed.com/viewjob?jk=8e21a9301f10827e
44,2021-04-26 14:11:55.848905,Principle HR,Customer Experience - Business Analyst EMEA,"Customer Experience - Business Analyst EMEA
One of the worlds largest tech brands who is committed to enhancing its customer journey and experience would like to appoint a Data Analyst / Business Analyst to support its CX team in EMEA.

What will you do
As a CX Analyst you will be tasked with reviewing metrics, data and survey responses from customers and will transfer this information to a business format to tell a story and give a clear picture of what the data means to the business. You will be required to review audience data and develop a hypothesis.
As a CX Analyst you will ask the right questions to stakeholders in order to get a clear picture. You will understand how to map this data to the voice of the customer.
Your Profile
4 years' experience within a Business Analyst, CX Analyst, Sales Analyst role
Comfortable and experienced working with large sets of data
Ability to review business data, provide insights and tell a story to the business
Experience using tools such as Excel, SQL or Tableau would be beneficial
The Offer
This role offers a salary of circa €65-68K
The role will commence as an 11-month contract
Its work from home right now - you will be provided with a laptop & mobile
Interested in finding out more? Apply today with your CV or LinkedIn profile",https://ie.indeed.com/viewjob?jk=8b4a8a2d21ed6df7
